ciudad,provincia,latitud,longitud
"San Vicente","Azuay",-2.8166666666666664,-78.66666666666667
"San Vicente","Azuay",-2.8666666666666667,-78.9
"San Vicente","Sucumbios",0.043333333333333335,-76.58083333333333
"San Vicente","Zamora-Chinchipe",-3.689166666666667,-78.60472222222222
"San Vicente","Zamora-Chinchipe",-3.6358333333333333,-78.85777777777777
"San Vicente de Pusir","Carchi",0.5,-78.03333333333333
"San Vicente de Pusir","Carchi",0.5166666666666667,-77.95
"Sanahuin","Azuay",-2.6166666666666667,-79.31666666666666
"Sanambay","Loja",-4.6,-79.46666666666667
"Sancan","Manabí",-1.2666666666666666,-80.58333333333333
"Sanchez","Guayas",-1.9333333333333333,-79.6
"Sandias","El Oro",-3.533333333333333,-80.05
"Sangay","Morona-Santiago",-1.8,-77.93333333333334
"Sangolqui","Pichincha",-0.33416666666666667,-78.45222222222222
"Sansahuari","Sucumbios",0.15,-76.15
"Santa Ana","Guayas",-1.85,-79.73333333333333
"Santa Ana","Pichincha",0.11666666666666667,-78.18333333333334
"Santa Ana","Azuay",-2.95,-78.9
"Santa Ana","Los Ríos",-1.5666666666666667,-79.71666666666667
"Santa Ana","Loja",-4.233333333333333,-79.28333333333333
"Santa Ana","Manabí",-1.2166666666666668,-80.38333333333334
"Santa Ana","Pichincha",-0.25,-78.71666666666667
"Santa Ana","Pichincha",-0.3,-78.36666666666666
"Santa Ana","Los Ríos",-1.7666666666666666,-79.71666666666667
"Santa Ana","Pichincha",-0.38333333333333336,-78.4
"Santa Ana","Pichincha",-0.38333333333333336,-78.55
"Santa Ana","Pichincha",-0.5166666666666667,-78.48333333333333
"Santa Ana","Guayas",-2.2333333333333334,-79.96666666666667
"Santa Ana","Azuay",-3.1666666666666665,-79.18333333333334
"Santa Ana","Guayas",-2.05,-79.81666666666666
"Santa Ana","Guayas",-2.05,-79.93333333333334
"Santa Ana","Azuay",-3.183333333333333,-79.23333333333333
"Santa Barbara","Zamora-Chinchipe",-3.883888888888889,-78.75166666666667
"Santa Barbara","Guayas",-1.9,-79.76666666666667
"Santa Barbara","Azuay",-2.9833333333333334,-78.88333333333334
"Santa Barbara","Sucumbios",0.6166666666666667,-77.58333333333333
"Santa Barbara","Loja",-3.8166666666666664,-79.33333333333333
"Santa Barbara","Los Ríos",-1.4333333333333333,-79.61666666666666
"Santa Blanca","Carchi",0.8666666666666667,-78.08333333333333
"Santa Cecilia","Sucumbios",0.08499999999999999,-76.9925
"Santa Clara","Guayas",-1.7666666666666666,-80.0
"Santa Clara","Pastaza",-1.3,-77.88333333333334
"Santa Clara","Pichincha",0.08333333333333333,-78.15
"Santa Clara del Vergel","Zamora-Chinchipe",-4.666666666666667,-79.03333333333333
"Santa Cruz","Galápagos",-0.5119444444444444,-90.34916666666666
"Santa Cruz","Tungurahua",-1.2833333333333332,-78.6
"Santa Cruz","Pichincha",-0.35,-78.5
"Santa Cruz","Zamora-Chinchipe",-3.6302777777777777,-78.49805555555555
"Santa Cruz","Sucumbios",0.11527777777777778,-76.85833333333333
"Santa Dorotea","Pichincha",-0.3,-78.86666666666666
"Santa Elena","Pichincha",0.06666666666666667,-78.76666666666667
"Santa Elena","Tungurahua",-1.2333333333333334,-78.63333333333334
"Santa Elena","Sucumbios",0.36666666666666664,-76.2
"Santa Elena","Santa Elena",-2.2333333333333334,-80.85
"Santa Elena","Pichincha",-0.31666666666666665,-78.4
"Santa Eulalia","Pichincha",-0.016666666666666666,-78.35
"Santa Fe","Pichincha",-0.35,-78.5
"Santa Fe","Bolívar",-1.6166666666666667,-79.0
"Santa Gertrudis","Loja",-4.166666666666667,-79.21666666666667
"Santa Hilar","Guayas",-1.3833333333333333,-79.93333333333334
"Santa Ines","Guayas",-1.85,-79.85
"Santa Ines","Pichincha",0.08333333333333333,-78.7
"Santa Ines","Pichincha",-0.25,-79.11666666666666
"Santa Ines","Pichincha",-0.38333333333333336,-78.81666666666666
"Santa Isabel","Guayas",-2.2666666666666666,-79.48333333333333
"Santa Isabel","Azuay",-3.2666666666666666,-79.31666666666666
"Santa Isabel","Guayas",-1.9166666666666665,-79.96666666666667
"Santa Lucia","Los Ríos",-1.3166666666666667,-79.6
"Santa Lucia","Tungurahua",-1.3666666666666667,-78.66666666666667
"Santa Lucia","Guayas",-1.7166666666666668,-79.96666666666667
"Santa Lucia","Loja",-4.116666666666666,-79.2
"Santa Lucia","Guayas",-2.183333333333333,-80.0
"Santa Maria","Guayas",-2.066666666666667,-79.73333333333333
"Santa Maria","Galápagos",-1.25,-90.45
"Santa Maria","Guayas",-1.9666666666666668,-79.41666666666667
"Santa Maria de Huiririma","Orellana",-0.7166666666666667,-75.61666666666666
"Santa Marianita","Manabí",-0.9833333333333333,-80.83333333333333
"Santa Marianita","Manabí",-1.0,-80.85
"Santa Marta","Pichincha",-0.25,-78.75
"Santa Marta","Guayas",-1.95,-80.73333333333333
"Santa Paula","Guayas",-2.2666666666666666,-80.95
"Santa Rita","Guayas",-1.5,-79.98333333333333
"Santa Rita","Esmeraldas",1.098611111111111,-78.72805555555556
"Santa Rita","Los Ríos",-1.3666666666666667,-79.58333333333333
"Santa Rita","Azuay",-2.65,-78.61666666666666
"Santa Rita","Los Ríos",-1.6166666666666667,-79.73333333333333
"Santa Rita","Guayas",-2.9166666666666665,-79.85
"Santa Rosa","Guayas",-2.183333333333333,-79.73333333333333
"Santa Rosa","Guayas",-2.216666666666667,-80.96666666666667
"Santa Rosa","Guayas",-2.6,-79.93333333333334
"Santa Rosa","Manabí",-1.3166666666666667,-80.63333333333334
"Santa Rosa","Manabí",-0.4166666666666667,-80.13333333333334
"Santa Rosa","Guayas",-1.9,-79.83333333333333
"Santa Rosa","Sucumbios",0.1113888888888889,-76.88055555555555
"Santa Rosa","Los Ríos",-1.6833333333333333,-79.75
"Santa Rosa","Morona-Santiago",-3.3741666666666665,-78.44250000000001
"Santa Rosa","Esmeraldas",1.326111111111111,-78.94333333333334
"Santa Rosa","Cañar",-2.5833333333333335,-79.13333333333334
"Santa Rosa","Guayas",-1.7833333333333332,-79.83333333333333
"Santa Rosa","Azuay",-2.8166666666666664,-79.01666666666667
"Santa Rosa","Azuay",-3.3333333333333335,-79.41666666666667
"Santa Rosa","Azuay",-3.3666666666666667,-79.21666666666667
"Santa Rosa","Manabí",-0.65,-80.06666666666666
"Santa Rosa","Manabí",-1.1166666666666667,-80.88333333333334
"Santa Rosa","Los Ríos",-1.8333333333333335,-79.33333333333333
"Santa Rosa","Los Ríos",-1.9333333333333333,-79.56666666666666
"Santa Rosa","El Oro",-3.45,-79.96666666666667
"Santa Rosa","Guayas",-1.6333333333333333,-80.0
"Santa Rosa","Los Ríos",-1.5333333333333332,-79.86666666666666
"Santa Rosa","Napo",-0.9666666666666667,-77.46666666666667
"Santa Rosa","Pastaza",-2.05,-76.31666666666666
"Santa Rosa","Chimborazo",-2.3333333333333335,-78.93333333333334
"Santa Rosa","Cañar",-2.466666666666667,-79.18333333333334
"Santa Rosa","Carchi",0.8833333333333333,-78.08333333333333
"Santa Rosa","Esmeraldas",0.8166666666666667,-79.58333333333333
"Santa Rosa","Orellana",-0.8166666666666667,-75.5
"Santa Rosa","Azuay",-2.7333333333333334,-78.61666666666666
"Santa Rosa","Tungurahua",-1.2833333333333332,-78.66666666666667
"Santa Rosa de Cusubamba","Pichincha",-0.05,-78.26666666666667
"Santa Rosa de Flandes","Guayas",-2.65,-79.63333333333334
"Santa Rosa de Pananza","Morona-Santiago",-3.131111111111111,-78.47
"Santa Rosa de Quijos","Napo",-0.3,-77.76666666666667
"Santa Rosa de Sucumbios","Sucumbios",0.37666666666666665,-77.13027777777778
"Santa Rufina","Loja",-3.8333333333333335,-79.73333333333333
"Santa Susana","Guayas",-2.05,-79.73333333333333
"Santa Susana de Chiviaza","Morona-Santiago",-2.8666666666666667,-78.36666666666666
"Santa Teresa","Imbabura",0.18333333333333332,-78.1
"Santa Teresa","Los Ríos",-1.3833333333333333,-79.6
"Santa Teresa","Manabí",-0.8,-79.63333333333334
"Santa Teresita","Pichincha",0.05,-78.23333333333333
"Santa Teresita","Loja",-4.55,-79.41666666666667
"Santa Teresita","Azuay",-2.8333333333333335,-78.65
"Santay","Guayas",-2.197222222222222,-79.83055555555555
"Santiago","Bolívar",-1.7166666666666668,-78.98333333333333
"Santiago","Loja",-3.783333333333333,-79.3
"Santiago","Morona-Santiago",-3.038333333333333,-78.04083333333332
"Santiago de Pananza","Morona-Santiago",-3.164722222222222,-78.47611111111111
"Santiago Playa de Oro","Esmeraldas",0.8666666666666667,-78.8
"Santo Domingo","Guayas",-1.9166666666666665,-79.81666666666666
"Santo Domingo","Chimborazo",-1.7166666666666668,-78.75
"Santo Domingo","Tungurahua",-1.1833333333333333,-78.68333333333334
"Santo Domingo","Pichincha",0.06666666666666667,-78.11666666666666
"Santo Domingo","Guayas",-2.4833333333333334,-80.28333333333333
"Santo Domingo","Pichincha",0.11666666666666667,-78.8
"Santo Domingo Chico","Guayas",-2.5,-79.81666666666666
"Santo Domingo de los Colorados","Santo Domingo de los Tsáchilas",-0.25,-79.15
"Santo Domingo Grande","Guayas",-2.4833333333333334,-79.81666666666666
"Santo Tomas","El Oro",-3.3333333333333335,-79.7
"Santo Tomas","Azuay",-3.1,-79.13333333333334
"Santo Tomas","Guayas",-2.35,-80.81666666666666
"Santo Tomas","Galápagos",-0.85,-91.03333333333333
"Sapan","Cañar",-2.4833333333333334,-79.1
"Saquisili","Cotopaxi",-0.8333333333333334,-78.66666666666667
"Saracay","El Oro",-3.6333333333333333,-79.91666666666667
"Saraguro","Loja",-3.6,-79.21666666666667
"Sarama","Azuay",-3.1333333333333333,-79.31666666666666
"Sarayacu","Napo",-0.7,-77.85
"Sarayacu","Pastaza",-1.7333333333333334,-77.48333333333333
"Sarayo","Pichincha",-0.03333333333333333,-78.01666666666667
"Sardinas","Orellana",-0.1,-77.13333333333334
"Sardinas","Napo",-0.36666666666666664,-77.83333333333333
"Sariaguaico","Azuay",-2.9333333333333336,-78.96666666666667
"Sasaco","Loja",-4.35,-79.76666666666667
"Satayan","El Oro",-3.5833333333333335,-79.88333333333334
"Sauce","Loja",-3.6333333333333333,-79.28333333333333
"Sauce","Guayas",-2.2333333333333334,-79.78333333333333
"Sauceloma","Azuay",-3.35,-79.28333333333333
"Sauces","Guayas",-1.85,-79.85
"Saucillo","Loja",-4.25,-80.2
"Sauco","Azuay",-3.216666666666667,-79.21666666666667
"Saushi","Tungurahua",-1.3833333333333333,-78.61666666666666
"Saya","Guayas",-2.25,-80.65
"Sayarin","Azuay",-3.066666666666667,-78.81666666666666
"Sayausi","Azuay",-2.8666666666666667,-79.06666666666666
"Sebundoy","Sucumbios",0.5,-77.5
"Secas","Pichincha",-0.45,-78.33333333333333
"Secoya","Sucumbios",0.03333333333333333,-76.6
"Segal","Guayas",-2.3833333333333333,-79.85
"Seis de Julio de Cuellaje","Imbabura",0.4,-78.51666666666667
"Selva Alegre","Loja",-3.55,-79.35
"Selva Alegre","Imbabura",0.26666666666666666,-78.58333333333333
"Selva Alegre","Manabí",-0.5,-80.31666666666666
"Selva Alegre","Esmeraldas",0.9166666666666666,-78.88333333333334
"Selvayacu","Sucumbios",0.11666666666666667,-75.98333333333333
"Seman","Azuay",-2.75,-78.75
"Semen","Guayas",-1.8666666666666667,-79.86666666666666
"Semir","Guayas",-1.6833333333333333,-80.01666666666667
"Semita","Guayas",-1.9166666666666665,-79.66666666666667
"Senor Moscoso","Azuay",-2.8833333333333333,-78.96666666666667
"Sequer","Loja",-3.4833333333333334,-79.45
"Sequita","Manabí",-1.0166666666666666,-80.58333333333333
"Serrac","Azuay",-3.0833333333333335,-78.86666666666666
"Sertag","Azuay",-2.8833333333333333,-78.76666666666667
"Seurcel","Azuay",-3.466666666666667,-79.3
"Sevilla","Chimborazo",-2.2666666666666666,-78.85
"Sevilla","Sucumbios",0.08805555555555555,-77.16666666666667
"Sevilla de Oro","Azuay",-2.8,-78.61666666666666
"Sevilla Don Bosco","Morona-Santiago",-2.3166666666666664,-78.1
"Seymour","Galápagos",-0.4236111111111111,-90.27166666666666
"Shadampamba","Azuay",-2.8833333333333333,-79.06666666666666
"Shaglli","Azuay",-3.2,-79.38333333333334
"Shaglli","Azuay",-3.3166666666666664,-79.58333333333333
"Shaglli Huaico","Azuay",-3.05,-79.31666666666666
"Shaigua","Azuay",-2.9833333333333334,-78.88333333333334
"Shainkiam","Morona-Santiago",-2.654444444444444,-77.70722222222223
"Shalapa","Loja",-4.283333333333333,-79.51666666666667
"Shall","Cañar",-2.6166666666666667,-78.65
"Shaquir","Loja",-3.4833333333333334,-79.36666666666666
"Sharo","Azuay",-3.283333333333333,-79.56666666666666
"Sharqui","Azuay",-3.3666666666666667,-79.05
"Shatapali","El Oro",-3.5,-79.55
"Shatayunta","El Oro",-3.5,-79.58333333333333
"Shaushin","Azuay",-2.783333333333333,-78.71666666666667
"Shell","Pastaza",-1.5,-78.05
"Shinapungo","Azuay",-2.8,-78.8
"Shinin","Azuay",-2.783333333333333,-78.95
"Shinshun","Cañar",-2.8,-78.83333333333333
"Shipir","Azuay",-3.066666666666667,-78.78333333333333
"Shiram","Morona-Santiago",-2.691666666666667,-77.79833333333333
"Shiramentza","Morona-Santiago",-2.7486111111111113,-77.55333333333333
"Shircay","Cañar",-2.4166666666666665,-79.0
"Shirimpin","Azuay",-3.0833333333333335,-79.03333333333333
"Shiris","Sucumbios",0.045,-77.18027777777779
"Shirpud","Cañar",-2.466666666666667,-79.05
"Shishi","Azuay",-3.1166666666666667,-79.21666666666667
"Shitihuaca","Pastaza",-1.5666666666666667,-76.41666666666667
"Shogra","Azuay",-3.2,-79.23333333333333
"Shordan","Azuay",-2.65,-78.61666666666666
"Shorshan","Cañar",-2.783333333333333,-78.83333333333333
"Shota","Azuay",-3.3166666666666664,-79.23333333333333
"Shotor","Azuay",-3.05,-78.76666666666667
"Shuara","Sucumbios",0.03333333333333333,-76.58333333333333
"Shucos","Azuay",-2.7,-78.65
"Shucos","El Oro",-3.6666666666666665,-79.8
"Shudum","Cañar",-2.55,-78.66666666666667
"Shulichum","Azuay",-2.65,-78.63333333333334
"Shunto","Loja",-4.3,-79.86666666666666
"Shurun","Cañar",-2.5666666666666664,-79.16666666666667
"Shushufindi","Sucumbios",-0.03333333333333333,-77.06666666666666
"Shushufindi","Sucumbios",-0.3,-76.41666666666667
"Shushufindi","Sucumbios",-0.18333333333333332,-76.65
"Shushuqui","Sucumbios",0.1,-76.6
"Shuyucuchu","Chimborazo",-1.7666666666666666,-78.63333333333334
"Sibambe","Chimborazo",-2.2,-78.88333333333334
"Sibimbe","Los Ríos",-1.4,-79.38333333333334
"Sicalpa","Chimborazo",-1.7,-78.76666666666667
"Sidcay","Azuay",-2.8333333333333335,-78.95
"Siempreviva","Guayas",-1.8666666666666667,-79.8
"Sigchos","Cotopaxi",-0.7,-78.88333333333334
"Sigchoscalle","Cotopaxi",-1.0166666666666666,-78.61666666666666
"Sigsal Alto","Pichincha",0.05,-78.15
"Sigsal Bajo","Pichincha",0.05,-78.15
"Sigsid","Cañar",-2.533333333333333,-79.88333333333334
"Sigsig","Azuay",-3.05,-78.8
"Sigsihuayco","Cañar",-2.55,-78.91666666666667
"Sigsillano","Azuay",-3.0166666666666666,-78.81666666666666
"Sigsipamba","Cañar",-2.783333333333333,-78.91666666666667
"Sigualo","Tungurahua",-1.2666666666666666,-78.51666666666667
"Sigue","Sucumbios",0.23333333333333334,-76.3
"Siguenza","Azuay",-3.3333333333333335,-79.36666666666666
"Siguitag","Tungurahua",-1.2166666666666668,-78.73333333333333
"Silleria","Pichincha",0.16666666666666666,-78.08333333333333
"Simbalo","Azuay",-3.1,-79.06666666666666
"Simiatug","Bolívar",-1.2666666666666666,-78.95
"Simon Bolivar","Guayas",-2.2666666666666666,-79.65
"Simon Bolivar","Guayas",-1.875,-80.73333333333333
"Simon Bolivar","Guayas",-2.183333333333333,-80.35
"Simon Bolivar","Guayas",-2.0166666666666666,-79.48333333333333
"Simoras","Loja",-4.366666666666666,-79.8
"Sinangue","Sucumbios",0.12472222222222222,-77.43277777777779
"Sinchal","Guayas",-1.95,-80.71666666666667
"Sinchay","Azuay",-3.183333333333333,-79.15
"Sinche","Zamora-Chinchipe",-3.5244444444444443,-78.96722222222222
"Sinchi Chicta","Orellana",-0.65,-75.68333333333334
"Sinchig","Bolívar",-1.5333333333333332,-78.98333333333333
"Sinincay","Azuay",-2.8333333333333335,-79.0
"Sipta","Azuay",-3.05,-78.8
"Sitio Cordova","Guayas",-2.1666666666666665,-79.51666666666667
"Sitio Corral","Zamora-Chinchipe",-4.616666666666667,-79.03333333333333
"Sitio Nuevo","Guayas",-1.8833333333333333,-80.7
"Sitio Nuevo","Azuay",-2.9333333333333336,-79.78333333333333
"Sitio Nuevo","Guayas",-2.297222222222222,-79.83055555555555
"Sitio Nuevo","Guayas",-2.3333333333333335,-79.78333333333333
"Sitio Nuevo","Guayas",-2.5666666666666664,-80.33333333333333
"Sitio Palmar","Zamora-Chinchipe",-4.566666666666666,-79.03333333333333
"Sitios de Mamanica","Guayas",-1.95,-79.6
"Situchi","Morona-Santiago",-2.8113888888888887,-77.30944444444444
"Situchi Civil","Morona-Santiago",-2.7841666666666667,-77.26666666666667
"Solano","Cañar",-2.783333333333333,-78.91666666666667
"Solano","Guayas",-1.05,-79.83333333333333
"Soldado Cisneros","Morona-Santiago",-3.111111111111111,-78.01166666666667
"Soldado Monge","Morona-Santiago",-2.995,-77.84861111111111
"Soldados","Azuay",-2.9333333333333336,-79.23333333333333
"Soledad","Los Ríos",-1.3666666666666667,-79.71666666666667
"Soledad","Guayas",-2.25,-79.56666666666666
"Soransol","Azuay",-2.966666666666667,-78.76666666666667
"Sordeleg","Azuay",-3.0833333333333335,-78.78333333333333
"Sosal","Guayas",-1.9333333333333333,-80.73333333333333
"Sosaya","Los Ríos",-1.4166666666666667,-79.71666666666667
"Sotillo","Loja",-4.166666666666667,-80.2
"Sotillo","Loja",-4.166666666666667,-80.21666666666667
"Sotomayor","Los Ríos",-1.7333333333333334,-79.81666666666666
"Sozoranga","Loja",-4.333333333333333,-79.78333333333333
"Sua","Esmeraldas",0.8666666666666667,-79.86666666666666
"Suapaca","Zamora-Chinchipe",-3.9166666666666665,-78.83333333333333
"Sube y Baja","Manabí",-0.3,-79.73333333333333
"Sube y Baja","Guayas",-2.283333333333333,-80.45
"Subida Alta","Guayas",-2.8,-80.21666666666667
"Subida de Chalacas","Azuay",-3.0,-78.85
"Sucre","Tungurahua",-1.25,-78.48333333333333
"Sucre","Manabí",-1.2666666666666666,-80.43333333333334
"Sucre","Guayas",-2.3666666666666667,-80.46666666666667
"Sucre","Esmeraldas",1.0005555555555556,-78.80222222222221
"Sucua","Morona-Santiago",-2.466666666666667,-78.16666666666667
"Suentza","Morona-Santiago",-2.4333333333333336,-77.9
"Sula","Azuay",-3.1666666666666665,-79.15
"Sulag Pamba","Azuay",-3.0166666666666666,-79.01666666666667
"Sulag Puglo","Azuay",-3.0166666666666666,-79.03333333333333
"Sulupalli","Azuay",-3.3666666666666667,-79.28333333333333
"Sulupalli Chico","Azuay",-3.3,-79.28333333333333
"Suma","Azuay",-3.2,-79.01666666666667
"Suma","Pichincha",-0.2,-79.36666666666666
"Sumaco","Napo",-0.4666666666666667,-77.6
"Sumbahuaico","Cañar",-2.8,-78.85
"Sumblid","Azuay",-2.9166666666666665,-78.73333333333333
"Sumo","El Oro",-3.3333333333333335,-79.56666666666666
"Suncamal","Cañar",-2.2333333333333334,-79.08333333333333
"Sundillano","Azuay",-3.183333333333333,-79.13333333333334
"Sunimon","Napo",-0.9333333333333333,-77.41666666666667
"Suquinda","Loja",-4.366666666666666,-79.8
"Surampa","Cañar",-2.7666666666666666,-78.9
"Surik","Morona-Santiago",-2.574444444444444,-77.02444444444444
"Surmi","Zamora-Chinchipe",-4.101666666666667,-78.66666666666667
"Susana","Guayas",-1.9333333333333333,-79.81666666666666
"Susanita","Guayas",-2.0,-79.96666666666667
"Suscal","Cañar",-2.45,-79.05
"Susua","Azuay",-2.95,-79.08333333333333
"Suya Grande","Azuay",-2.5,-79.41666666666667
"Tababela","Pichincha",-0.18333333333333332,-78.33333333333333
"Tabacay","Cañar",-2.7333333333333334,-78.85
"Tabacundo","Pichincha",0.05,-78.2
"Tabiazo","Esmeraldas",0.8166666666666667,-79.7
"Tabiazo","Esmeraldas",1.0,-79.31666666666666
"Tablaguaico","Azuay",-2.7333333333333334,-78.65
"Tablazon","Loja",-4.116666666666666,-80.23333333333333
"Tablon","Pichincha",-0.36666666666666664,-78.25
"Tablon","Azuay",-3.2,-79.15
"Tablon","Azuay",-3.2,-79.23333333333333
"Taboada","Pichincha",-0.31666666666666665,-78.46666666666667
"Tabuche","Esmeraldas",0.7166666666666667,-79.55
"Tacamoros","Loja",-4.416666666666667,-79.73333333333333
"Tachel","Manabí",-0.9166666666666666,-79.83333333333333
"Tachina","Esmeraldas",1.0005555555555556,-78.83666666666666
"Tachina","Esmeraldas",0.95,-79.61666666666666
"Taday","Cañar",-2.6333333333333333,-78.7
"Taguaguipe","Pichincha",0.016666666666666666,-78.66666666666667
"Tagualo","Cotopaxi",-0.9166666666666666,-79.1
"Taguan","Azuay",-3.0166666666666666,-78.85
"Taguaynambi","Pastaza",-1.9833333333333334,-77.11666666666666
"Tahuachi","Pichincha",-0.5,-78.56666666666666
"Tahuaico","Pichincha",-0.4666666666666667,-78.58333333333333
"Tahuin","El Oro",-3.6166666666666667,-80.01666666666667
"Taisha","Morona-Santiago",-2.3833333333333333,-77.5
"Talagua","Bolívar",-1.2666666666666666,-78.98333333333333
"Talaguapungo","Bolívar",-1.2833333333333332,-79.03333333333333
"Talanquera","Azuay",-2.95,-79.01666666666667
"Tamarindo","Guayas",-1.9666666666666668,-79.73333333333333
"Tamarindo","Loja",-4.183333333333334,-80.41666666666667
"Tamarindo","Guayas",-2.3333333333333335,-80.26666666666667
"Tamarindo","Loja",-4.383333333333334,-80.36666666666666
"Tamarindo","Guayas",-2.5166666666666666,-80.3
"Tambara","Loja",-3.95,-79.53333333333333
"Tambillito","Esmeraldas",1.2627777777777778,-78.85138888888888
"Tambillo","El Oro",-3.5666666666666664,-79.85
"Tambillo","Loja",-4.15,-80.26666666666667
"Tambillo","Azuay",-2.7666666666666666,-78.78333333333333
"Tambillo","Esmeraldas",1.2558333333333334,-78.88583333333334
"Tambillo","Chimborazo",-2.2,-78.46666666666667
"Tambillo","Pichincha",-0.4,-78.55
"Tambo","Sucumbios",0.016666666666666666,-75.96666666666667
"Tambo","Pichincha",0.06666666666666667,-78.63333333333334
"Tambo","Azuay",-3.35,-79.1
"Tambo Borja","Pastaza",-2.35,-76.56666666666666
"Tambo Cachiyacu","Loja",-4.416666666666667,-79.13333333333334
"Tambo Chumpi","Morona-Santiago",-2.574444444444444,-77.46472222222222
"Tambo de Abajo","Guayas",-2.3,-80.86666666666666
"Tambo de Arriba","Guayas",-2.283333333333333,-80.83333333333333
"Tambo El Oso","Zamora-Chinchipe",-4.033333333333333,-79.01666666666667
"Tambo Grande","El Oro",-3.5833333333333335,-79.83333333333333
"Tambo Loma","Azuay",-2.8,-79.48333333333333
"Tambo Loma","Zamora-Chinchipe",-3.618888888888889,-78.94500000000001
"Tambo Loma del Palmar","Azuay",-2.7666666666666666,-79.45
"Tambo Negro","Loja",-4.416666666666667,-79.88333333333334
"Tambo Santa Ana","Zamora-Chinchipe",-4.616666666666667,-79.01666666666667
"Tambo Sasanama","Loja",-4.1,-79.95
"Tambo Siberia","Azuay",-3.0,-79.33333333333333
"Tambo Union","Pastaza",-1.5333333333333332,-77.95
"Tambo Valladolid","Zamora-Chinchipe",-4.55,-79.05
"Tambo Zapallal","Loja",-3.9833333333333334,-80.41666666666667
"Tambo-guaico","Azuay",-3.1333333333333333,-78.98333333333333
"Tamboloma","Loja",-3.8166666666666664,-79.26666666666667
"Tampanchi","Cañar",-2.6166666666666667,-78.65
"Tampanchi","Azuay",-2.65,-78.66666666666667
"Tandayapa","Pichincha",-0.016666666666666666,-78.76666666666667
"Tangaiche","Pichincha",-1.3,-78.6
"Tangay","Sucumbios",-0.25,-76.15
"Tangula","Loja",-4.2,-79.85
"Tanicuchi","Cotopaxi",-0.7833333333333333,-78.63333333333334
"Tanti","Pichincha",-0.3,-79.05
"Tapia","Pichincha",0.08333333333333333,-78.16666666666667
"Taqui-Culebra","Azuay",-2.9,-79.5
"Taquil","Loja",-3.9,-79.3
"Tarabita","Pichincha",-0.31666666666666665,-78.98333333333333
"Tarabita","Zamora-Chinchipe",-4.085277777777778,-78.9388888888889
"Taracoa","Pastaza",-1.4166666666666667,-76.78333333333333
"Tarapoa","Sucumbios",-0.13333333333333333,-76.41666666666667
"Tardal","Azuay",-3.45,-79.2
"Tarifa","Guayas",-2.0166666666666666,-79.76666666666667
"Tarqui","Azuay",-3.0166666666666666,-79.03333333333333
"Tarqui","Pastaza",-1.5333333333333332,-78.0
"Tarqui","Manabí",-0.95,-80.73333333333333
"Tarume","Loja",-4.25,-79.7
"Tase","Sucumbios",0.15,-76.08333333333333
"Tashap","Morona-Santiago",-2.8144444444444443,-77.88333333333334
"Tasqui","Azuay",-3.066666666666667,-78.78333333333333
"Tasqui","Azuay",-2.65,-78.65
"Tatabrero","Esmeraldas",1.3605555555555557,-78.86583333333333
"Taura","Guayas",-2.3,-79.7
"Taura","Guayas",-2.3,-79.73333333333333
"Taxichi","Loja",-4.233333333333333,-79.25
"Taya","Carchi",0.7833333333333333,-77.66666666666667
"Tayuza","Morona-Santiago",-2.6666666666666665,-78.2
"Tegapulo","Azuay",-3.183333333333333,-79.26666666666667
"Tejar","Los Ríos",-1.8666666666666667,-79.56666666666666
"Tejar","Azuay",-2.8666666666666667,-79.03333333333333
"Tejar","Azuay",-2.9833333333333334,-78.86666666666666
"Tejar","Azuay",-3.1666666666666665,-79.23333333333333
"Telegrafistas","Pichincha",-0.21666666666666667,-79.31666666666666
"Telembi","Esmeraldas",0.8,-78.93333333333334
"Teligo","Tungurahua",-1.3333333333333333,-78.56666666666666
"Telimbela","Bolívar",-1.65,-79.16666666666667
"Tena","Napo",-0.9833333333333333,-77.81666666666666
"Tenavera","Pastaza",-1.65,-75.86666666666666
"Tendales","El Oro",-3.15,-79.81666666666666
"Tendales","Azuay",-3.3166666666666664,-79.53333333333333
"Tenguel","Guayas",-3.0,-79.76666666666667
"Teniente Hugo Ortiz","Pastaza",-1.4,-77.95
"Teniente Hugo Ortiz","Morona-Santiago",-3.031388888888889,-77.8938888888889
"Teniente Ortiz","Morona-Santiago",-3.033333333333333,-78.03333333333333
"Tepal","Azuay",-2.9333333333333336,-78.9
"Terere","Sucumbios",-0.43333333333333335,-76.15
"Teresa Mama","Pastaza",-1.9333333333333333,-77.21666666666667
"Teresita","Guayas",-2.2,-79.16666666666667
"Teresita","Guayas",-2.2333333333333334,-80.26666666666667
"Tesalia","Loja",-3.8666666666666667,-79.38333333333334
"Tetetes","Sucumbios",0.25,-76.53333333333333
"Teteye","Sucumbios",0.12777777777777777,-76.89583333333334
"Teteye","Sucumbios",0.2586111111111111,-76.54777777777778
"Teteye","Sucumbios",0.03333333333333333,-76.8
"Texas","Guayas",-2.9166666666666665,-79.86666666666666
"Tierra Firme","Esmeraldas",1.2072222222222222,-78.94277777777778
"Tiglli","Tungurahua",-1.3166666666666667,-78.48333333333333
"Tigre","Zamora-Chinchipe",-4.966666666666667,-79.26666666666667
"Tigre","Guayas",-2.3166666666666664,-80.81666666666666
"Tigre Playa","Sucumbios",0.25,-76.28333333333333
"Tigres","Manabí",-0.95,-80.31666666666666
"Tihuano","Pastaza",-1.25,-77.21666666666667
